indoor_temp,indoor_humidity,outdoor_temp,outdoor_humidity,indoor_heat_index,outdoor_heat_index,dew_point,temp_discrepancy,humidity_discrepancy,heat_stress_risk,comfort_status,projected_temp_4h
24.33,76.91,28.57,79.27,24.83,33.43,20.01,4.24,2.36,1,High Heat Stress Risk,28.93
26.87,39.77,28.82,56.46,26.65,30.24,12.03,1.95,16.69,0,Optimal Thermal Comfort,32.79
33.73,66.0,40.93,70.39,44.0,77.01,26.47,7.2,4.39,1,High Heat Stress Risk,40.08
24.62,55.7,30.35,54.18,24.59,32.33,15.16,5.73,-1.52,0,Optimal Thermal Comfort,30.41
33.89,60.98,36.82,74.91,42.28,61.11,25.28,2.93,13.93,1,High Heat Stress Risk,38.94
29.69,66.35,36.19,84.53,33.5,65.67,22.73,6.5,18.18,1,High Heat Stress Risk,35.09
24.86,55.91,27.92,83.82,24.86,32.48,15.45,3.06,27.91,0,Optimal Thermal Comfort,29.07
29.4,53.55,31.8,53.06,30.7,34.73,18.97,2.4,-0.49,1,High Heat Stress Risk,32.51
30.7,62.43,33.15,76.17,34.8,46.82,22.68,2.45,13.74,1,High Heat Stress Risk,34.8
29.36,48.41,29.49,53.84,29.93,30.88,17.32,0.13,5.43,1,High Heat Stress Risk,32.96
21.03,48.43,26.32,62.8,20.45,26.65,9.72,5.29,14.37,0,Optimal Thermal Comfort,25.59
24.24,70.49,24.23,67.96,24.56,24.48,18.52,-0.01,-2.53,0,Optimal Thermal Comfort,28.53
26.06,47.64,27.43,46.67,25.97,27.61,14.07,1.37,-0.97,0,Optimal Thermal Comfort,30.42
26.72,70.33,26.14,73.01,28.42,27.63,20.86,-0.58,2.68,0,Optimal Thermal Comfort,31.26
29.36,67.78,33.36,76.87,33.08,47.95,22.77,4.0,9.09,1,High Heat Stress Risk,34.24
27.68,40.43,31.53,44.12,27.42,32.33,13.0,3.85,3.69,0,Optimal Thermal Comfort,33.31
21.93,53.53,25.37,66.97,21.58,25.71,12.06,3.44,13.44,0,Optimal Thermal Comfort,25.74
28.44,76.93,30.25,93.13,32.68,42.78,23.99,1.81,16.2,1,High Heat Stress Risk,33.02
29.32,49.74,30.82,62.73,30.05,35.14,17.72,1.5,12.99,1,High Heat Stress Risk,33.74
29.13,56.19,34.4,76.84,30.67,52.0,19.49,5.27,20.65,1,High Heat Stress Risk,34.8
31.11,67.78,34.04,79.39,37.22,52.02,24.43,2.93,11.61,1,High Heat Stress Risk,35.9
30.17,71.79,35.1,71.17,35.91,51.4,24.5,4.93,-0.62,1,High Heat Stress Risk,36.17
28.74,58.86,30.91,77.58,30.44,39.75,19.88,2.17,18.72,1,High Heat Stress Risk,32.53
26.73,54.53,31.35,58.49,27.42,35.2,16.79,4.62,3.96,0,Optimal Thermal Comfort,30.61
20.69,79.78,27.89,95.11,20.9,34.28,17.07,7.2,15.33,1,High Heat Stress Risk,25.39
28.63,83.74,34.18,99.0,34.47,65.84,25.6,5.55,15.26,1,High Heat Stress Risk,33.69
27.79,74.24,31.04,86.16,30.8,43.31,22.77,3.25,11.92,1,High Heat Stress Risk,32.11
28.03,63.07,32.82,60.35,29.85,39.18,20.33,4.79,-2.72,0,Optimal Thermal Comfort,33.62
22.15,51.9,25.79,53.51,21.78,25.82,11.79,3.64,1.61,0,Optimal Thermal Comfort,25.56
22.89,51.62,27.11,70.04,22.58,29.05,12.39,4.22,18.42,0,Optimal Thermal Comfort,26.81
31.0,68.53,34.45,75.76,37.16,51.57,24.51,3.45,7.23,1,High Heat Stress Risk,37.22
26.85,67.23,30.67,76.33,28.4,38.61,20.25,3.82,9.1,0,Optimal Thermal Comfort,32.6
29.59,79.52,34.28,93.71,36.31,62.5,25.66,4.69,14.19,1,High Heat Stress Risk,35.91
27.11,70.13,29.02,83.85,29.05,35.66,21.18,1.91,13.72,0,Optimal Thermal Comfort,31.25
27.11,43.21,28.98,53.8,27.12,30.12,13.51,1.87,10.59,0,Optimal Thermal Comfort,32.38
30.57,75.15,31.57,82.08,37.95,43.67,25.65,1.0,6.93,1,High Heat Stress Risk,34.59
25.04,49.52,25.56,55.68,24.89,25.63,13.73,0.52,6.16,0,Optimal Thermal Comfort,28.19
27.37,57.2,28.77,72.13,28.33,32.61,18.14,1.4,14.93,0,Optimal Thermal Comfort,29.92
25.24,65.13,29.81,77.78,25.52,36.5,18.21,4.57,12.65,0,Optimal Thermal Comfort,30.97
25.35,86.95,27.5,93.52,26.21,32.7,23.01,2.15,6.57,1,High Heat Stress Risk,28.83
25.83,98.0,31.21,99.0,27.82,49.58,25.49,5.38,1.0,1,High Heat Stress Risk,30.42
27.84,69.58,32.12,77.12,30.31,43.58,21.75,4.28,7.54,1,High Heat Stress Risk,31.98
25.18,59.71,24.85,61.82,25.31,25.0,16.78,-0.33,2.11,0,Optimal Thermal Comfort,29.43
31.77,68.68,37.48,71.49,39.28,61.41,25.28,5.71,2.81,1,High Heat Stress Risk,37.11
23.6,73.1,29.67,74.26,23.92,35.23,18.49,6.07,1.16,0,Optimal Thermal Comfort,27.07
26.29,57.99,28.2,64.45,26.49,30.3,17.35,1.91,6.46,0,Optimal Thermal Comfort,30.85
25.33,84.44,30.5,99.0,26.12,46.14,22.51,5.17,14.56,1,High Heat Stress Risk,28.83
32.5,64.88,34.73,67.34,39.96,47.91,25.02,2.23,2.46,1,High Heat Stress Risk,37.08
27.75,68.22,32.17,78.14,29.98,44.18,21.34,4.42,9.92,0,Optimal Thermal Comfort,31.0
30.92,70.32,32.21,73.9,37.48,42.56,24.87,1.29,3.58,1,High Heat Stress Risk,34.68
21.35,67.27,21.43,73.82,21.3,21.56,15.03,0.08,6.55,0,Optimal Thermal Comfort,24.7
28.01,72.49,31.33,69.66,31.02,38.39,22.59,3.32,-2.83,1,High Heat Stress Risk,31.24
30.38,54.28,34.3,61.13,32.4,43.52,20.09,3.92,6.85,1,High Heat Stress Risk,34.41
27.31,55.02,30.6,62.07,28.08,34.5,17.47,3.29,7.05,0,Optimal Thermal Comfort,31.9
31.05,48.25,32.53,60.8,32.36,38.61,18.81,1.48,12.55,1,High Heat Stress Risk,35.52
25.03,67.49,28.31,77.67,25.35,32.49,18.58,3.28,10.18,0,Optimal Thermal Comfort,30.77
32.36,71.74,37.17,71.25,42.17,59.87,26.59,4.81,-0.49,1,High Heat Stress Risk,39.31
35.74,67.72,39.83,84.35,51.72,86.48,28.82,4.09,16.63,1,High Heat Stress Risk,41.06
25.62,82.93,30.24,93.01,26.4,42.7,22.5,4.62,10.08,1,High Heat Stress Risk,30.57
25.31,61.93,27.97,71.92,25.51,30.86,17.48,2.66,9.99,0,Optimal Thermal Comfort,30.07
32.52,70.36,39.42,78.79,42.11,77.85,26.41,6.9,8.43,1,High Heat Stress Risk,37.98
33.0,48.35,34.5,52.97,35.83,40.63,20.62,1.5,4.62,1,High Heat Stress Risk,37.05
25.01,57.16,30.33,67.29,25.06,35.16,15.93,5.32,10.13,0,Optimal Thermal Comfort,29.55
25.4,70.69,32.32,82.76,25.84,46.82,19.68,6.92,12.07,0,Optimal Thermal Comfort,30.12
25.93,72.61,31.24,68.01,26.47,37.63,20.62,5.31,-4.6,0,Optimal Thermal Comfort,30.29
21.89,58.33,25.63,62.78,21.66,25.89,13.33,3.74,4.45,0,Optimal Thermal Comfort,26.07
23.51,61.11,26.49,67.69,23.51,27.89,15.57,2.98,6.58,0,Optimal Thermal Comfort,26.92
23.18,43.03,29.77,53.45,22.68,31.25,9.91,6.59,10.42,0,Optimal Thermal Comfort,26.78
24.08,57.54,25.01,74.99,24.05,25.52,15.17,0.93,17.45,0,Optimal Thermal Comfort,27.91
26.87,73.13,28.84,75.84,28.88,33.46,21.64,1.97,2.71,0,Optimal Thermal Comfort,31.49
27.89,69.19,31.18,73.96,30.35,39.37,21.71,3.29,4.77,1,High Heat Stress Risk,31.68
32.89,68.26,39.94,72.91,42.39,74.53,26.25,7.05,4.65,1,High Heat Stress Risk,39.58
23.21,62.62,28.28,65.11,23.22,30.53,15.67,5.07,2.49,0,Optimal Thermal Comfort,26.12
30.74,62.09,32.71,67.98,34.81,41.74,22.63,1.97,5.89,1,High Heat Stress Risk,35.21
26.19,53.75,29.67,68.03,26.27,33.82,16.06,3.48,14.28,0,Optimal Thermal Comfort,30.45
26.81,70.74,29.6,71.33,28.59,34.38,21.04,2.79,0.59,0,Optimal Thermal Comfort,30.77
29.56,67.26,32.13,78.97,33.41,44.4,22.83,2.57,11.71,1,High Heat Stress Risk,33.96
22.73,68.15,29.19,63.89,22.84,32.01,16.54,6.46,-4.26,0,Optimal Thermal Comfort,28.51
28.45,55.42,29.5,59.71,29.57,31.85,18.64,1.05,4.29,0,Optimal Thermal Comfort,32.24
27.63,35.08,35.53,41.11,27.07,38.59,10.8,7.9,6.03,0,Optimal Thermal Comfort,34.79
28.87,75.71,34.98,96.78,33.51,68.9,24.14,6.11,21.07,1,High Heat Stress Risk,34.44
28.1,56.01,34.81,62.45,29.16,45.67,18.49,6.71,6.44,0,Optimal Thermal Comfort,33.39
36.33,51.22,39.47,43.21,44.57,48.75,24.61,3.14,-8.01,1,High Heat Stress Risk,42.61
24.58,70.67,28.43,64.18,24.94,30.67,18.89,3.85,-6.49,0,Optimal Thermal Comfort,30.74
24.98,57.1,25.89,65.86,25.02,26.25,15.89,0.91,8.76,0,Optimal Thermal Comfort,28.12
24.63,75.25,27.63,88.35,25.11,32.35,19.95,3.0,13.1,1,High Heat Stress Risk,27.93
24.89,69.71,30.22,81.03,25.25,38.66,18.97,5.33,11.32,0,Optimal Thermal Comfort,28.86
24.58,70.54,31.76,80.3,24.94,43.63,18.86,7.18,9.76,0,Optimal Thermal Comfort,29.37
31.52,44.93,33.17,62.14,32.47,40.76,18.1,1.65,17.21,1,High Heat Stress Risk,35.2
32.4,77.15,35.76,81.6,44.57,61.22,27.87,3.36,4.45,1,High Heat Stress Risk,37.78
24.83,65.27,28.68,80.48,25.07,33.96,17.86,3.85,15.21,0,Optimal Thermal Comfort,30.4
23.84,57.38,24.83,53.64,23.78,24.77,14.9,0.99,-3.74,0,Optimal Thermal Comfort,27.68
28.79,63.79,34.35,65.51,31.25,45.72,21.23,5.56,1.72,1,High Heat Stress Risk,33.72
24.9,39.8,27.44,34.74,24.48,26.92,10.28,2.54,-5.06,0,Optimal Thermal Comfort,28.55
29.41,67.11,33.16,73.55,33.06,45.6,22.65,3.75,6.44,1,High Heat Stress Risk,35.06
27.77,49.13,30.93,57.29,28.12,34.05,16.11,3.16,8.16,0,Optimal Thermal Comfort,31.79
21.24,45.09,23.62,54.45,20.6,23.46,8.85,2.38,9.36,0,Optimal Thermal Comfort,26.17
32.88,42.97,37.06,51.93,34.25,46.96,18.61,4.18,8.96,1,High Heat Stress Risk,39.89
33.82,75.91,37.53,77.45,49.19,66.56,28.96,3.71,1.54,1,High Heat Stress Risk,39.64
24.67,54.13,28.02,61.21,24.61,29.62,14.77,3.35,7.08,0,Optimal Thermal Comfort,28.86
25.53,81.17,28.05,78.44,26.26,31.98,22.06,2.52,-2.73,1,High Heat Stress Risk,30.51
28.09,55.3,33.02,74.03,29.07,45.34,18.27,4.93,18.73,0,Optimal Thermal Comfort,33.86
28.27,40.66,36.27,46.88,27.95,42.43,13.62,8.0,6.22,0,Optimal Thermal Comfort,33.11
29.5,48.04,34.02,52.88,30.07,39.45,17.33,4.52,4.84,1,High Heat Stress Risk,34.21
34.64,77.45,41.13,97.86,53.36,113.98,30.1,6.49,20.41,1,High Heat Stress Risk,39.82
26.33,60.05,27.33,59.23,26.59,28.44,17.94,1.0,-0.82,0,Optimal Thermal Comfort,30.74
23.97,55.15,28.53,55.2,23.86,29.66,14.41,4.56,0.05,0,Optimal Thermal Comfort,28.75
21.76,64.0,23.43,64.28,21.66,23.51,14.64,1.67,0.28,0,Optimal Thermal Comfort,24.26
24.22,68.27,25.03,76.26,24.48,25.58,17.99,0.81,7.99,0,Optimal Thermal Comfort,27.63
26.87,75.97,29.37,87.7,29.11,37.76,22.27,2.5,11.73,1,High Heat Stress Risk,30.27
33.82,80.11,40.76,94.15,51.51,105.62,29.89,6.94,14.04,1,High Heat Stress Risk,39.26
25.03,57.5,31.42,85.29,25.09,44.42,16.04,6.39,27.79,0,Optimal Thermal Comfort,30.16
27.85,45.42,32.61,37.05,27.92,32.62,14.95,4.76,-8.37,0,Optimal Thermal Comfort,32.19
26.94,56.83,27.61,69.9,27.79,29.92,17.64,0.67,13.07,0,Optimal Thermal Comfort,30.86
31.52,65.25,35.26,69.58,37.51,51.06,24.19,3.74,4.33,1,High Heat Stress Risk,35.59
36.6,49.95,41.5,54.05,44.67,63.37,24.44,4.9,4.1,1,High Heat Stress Risk,42.97
24.98,50.04,29.59,53.89,24.84,31.04,13.84,4.61,3.85,0,Optimal Thermal Comfort,29.39
25.14,66.3,25.1,67.98,25.44,25.44,18.4,-0.04,1.68,0,Optimal Thermal Comfort,28.36
30.97,61.39,33.12,82.53,35.13,49.94,22.66,2.15,21.14,1,High Heat Stress Risk,35.8
29.59,62.41,33.64,77.23,32.51,49.2,21.63,4.05,14.82,1,High Heat Stress Risk,34.77
34.02,52.52,39.45,61.19,39.32,61.42,22.91,5.43,8.67,1,High Heat Stress Risk,39.33
29.22,59.12,28.37,77.75,31.27,32.65,20.4,-0.85,18.63,1,High Heat Stress Risk,32.37
25.63,50.45,29.46,47.6,25.57,29.96,14.56,3.83,-2.85,0,Optimal Thermal Comfort,31.4
29.24,73.13,33.77,71.65,33.9,46.81,23.92,4.53,-1.48,1,High Heat Stress Risk,33.83
31.21,74.94,37.37,67.11,39.79,57.62,26.22,6.16,-7.83,1,High Heat Stress Risk,36.74
30.12,38.92,35.91,42.18,29.7,39.74,14.59,5.79,3.26,1,High Heat Stress Risk,36.26
28.93,50.38,34.47,60.09,29.61,43.54,17.56,5.54,9.71,0,Optimal Thermal Comfort,36.75
31.05,43.29,33.41,52.56,31.49,37.94,17.08,2.36,9.27,1,High Heat Stress Risk,35.13
31.44,53.87,31.25,63.49,34.24,36.33,20.95,-0.19,9.62,1,High Heat Stress Risk,36.46
32.25,60.96,35.55,58.87,37.97,46.14,23.74,3.3,-2.09,1,High Heat Stress Risk,37.05
29.47,43.88,35.97,58.4,29.52,47.18,15.88,6.5,14.52,1,High Heat Stress Risk,34.46
26.36,50.48,33.77,60.77,26.37,41.86,15.24,7.41,10.29,0,Optimal Thermal Comfort,30.89
27.56,49.45,33.39,63.45,27.93,41.89,16.01,5.83,14.0,0,Optimal Thermal Comfort,31.72
31.58,64.59,36.77,58.9,37.46,50.0,24.07,5.19,-5.69,1,High Heat Stress Risk,37.06
23.9,62.87,28.97,73.7,23.99,33.36,16.39,5.07,10.83,0,Optimal Thermal Comfort,27.14
28.4,52.98,31.32,52.57,29.23,33.71,17.88,2.92,-0.41,0,Optimal Thermal Comfort,33.81
25.51,64.21,29.41,69.73,25.79,33.59,18.24,3.9,5.52,0,Optimal Thermal Comfort,29.96
27.11,55.17,35.15,67.67,27.87,49.56,17.33,8.04,12.5,0,Optimal Thermal Comfort,32.7
31.86,58.6,33.89,67.79,36.34,45.33,22.72,2.03,9.19,1,High Heat Stress Risk,36.59
27.73,82.92,35.64,85.03,31.84,63.23,24.55,7.91,2.11,1,High Heat Stress Risk,32.8
27.18,78.76,30.64,87.3,30.02,42.22,23.16,3.46,8.54,1,High Heat Stress Risk,31.99
21.83,45.76,29.08,42.77,21.26,28.95,9.61,7.25,-2.99,0,Optimal Thermal Comfort,25.32
29.84,72.37,30.8,89.5,35.21,43.67,24.32,0.96,17.13,1,High Heat Stress Risk,34.19
29.45,72.14,35.0,79.1,34.19,55.95,23.89,5.55,6.96,1,High Heat Stress Risk,34.06
35.22,47.65,37.73,64.54,40.28,57.18,22.4,2.51,16.89,1,High Heat Stress Risk,40.21
25.83,72.23,26.78,76.79,26.35,29.0,20.44,0.95,4.56,0,Optimal Thermal Comfort,28.26
27.83,81.22,32.54,85.8,31.85,49.2,24.3,4.71,4.58,1,High Heat Stress Risk,33.72
27.95,47.97,34.47,50.74,28.22,39.71,15.89,6.52,2.77,0,Optimal Thermal Comfort,32.61
32.99,50.53,35.25,65.6,36.42,48.75,21.33,2.26,15.07,1,High Heat Stress Risk,39.15
26.64,74.72,27.39,77.9,28.58,30.38,21.77,0.75,3.18,0,Optimal Thermal Comfort,31.55
28.06,65.39,32.05,78.73,30.18,44.01,20.95,3.99,13.34,1,High Heat Stress Risk,31.9
29.31,68.89,33.31,74.53,33.19,46.6,22.99,4.0,5.64,1,High Heat Stress Risk,33.49
27.71,66.26,33.17,59.94,29.69,39.93,20.83,5.46,-6.32,0,Optimal Thermal Comfort,34.61
25.3,66.88,31.69,71.11,25.63,39.9,18.69,6.39,4.23,0,Optimal Thermal Comfort,31.37
27.74,45.42,31.8,45.08,27.81,32.94,14.85,4.06,-0.34,0,Optimal Thermal Comfort,32.49
31.08,75.09,39.55,83.85,39.44,84.16,26.13,8.47,8.76,1,High Heat Stress Risk,37.21
23.1,76.62,27.81,76.19,23.47,31.1,18.76,4.71,-0.43,1,High Heat Stress Risk,26.8
27.51,59.13,30.91,74.58,28.67,38.77,18.8,3.4,15.45,0,Optimal Thermal Comfort,32.47
24.34,61.46,24.83,69.27,24.43,25.18,16.44,0.49,7.81,0,Optimal Thermal Comfort,27.53
31.54,42.86,35.14,50.03,32.12,41.02,17.37,3.6,7.17,1,High Heat Stress Risk,35.29
21.21,68.43,24.64,81.85,21.17,25.3,15.16,3.43,13.42,0,Optimal Thermal Comfort,23.91
24.88,69.15,31.28,84.88,25.23,43.72,18.83,6.4,15.73,0,Optimal Thermal Comfort,29.59
28.43,61.22,33.7,69.57,30.26,45.56,20.23,5.27,8.35,1,High Heat Stress Risk,32.64
32.95,76.05,34.44,78.77,46.03,53.32,28.15,1.49,2.72,1,High Heat Stress Risk,38.07
26.75,57.82,31.35,53.02,27.64,33.87,17.74,4.6,-4.8,0,Optimal Thermal Comfort,30.65
24.89,69.06,30.63,72.41,25.24,37.31,18.82,5.74,3.35,0,Optimal Thermal Comfort,28.9
34.15,49.25,41.86,53.13,38.47,63.93,21.97,7.71,3.88,1,High Heat Stress Risk,41.07
21.5,61.71,27.74,71.01,21.32,30.29,13.83,6.24,9.3,0,Optimal Thermal Comfort,25.85
18.64,59.82,24.59,65.73,18.12,24.82,10.67,5.95,5.91,0,Optimal Thermal Comfort,22.32
28.67,64.82,33.01,78.48,31.19,47.43,21.38,4.34,13.66,1,High Heat Stress Risk,34.28
25.09,57.38,30.19,61.28,25.15,33.47,16.07,5.1,3.9,0,Optimal Thermal Comfort,29.98
23.12,60.36,30.19,68.43,23.06,35.11,15.01,7.07,8.07,0,Optimal Thermal Comfort,28.73
29.69,72.33,30.83,89.71,34.83,43.87,24.16,1.14,17.38,1,High Heat Stress Risk,33.97
27.93,56.54,31.32,67.6,28.99,37.72,18.48,3.39,11.06,0,Optimal Thermal Comfort,32.31
24.86,41.92,27.28,49.97,24.5,27.69,11.03,2.42,8.05,0,Optimal Thermal Comfort,27.98
22.13,83.87,27.21,87.86,22.59,31.09,19.27,5.08,3.99,1,High Heat Stress Risk,25.89
30.32,79.27,37.34,83.02,38.44,70.51,26.32,7.02,3.75,1,High Heat Stress Risk,36.64
29.47,45.85,32.3,47.97,29.75,34.42,16.57,2.83,2.12,1,High Heat Stress Risk,35.29
26.62,70.62,25.33,75.06,28.27,25.88,20.83,-1.29,4.44,0,Optimal Thermal Comfort,31.14
34.02,55.71,37.27,69.88,40.5,59.26,23.89,3.25,14.17,1,High Heat Stress Risk,38.26
22.93,65.29,29.23,72.13,22.98,33.67,16.06,6.3,6.84,0,Optimal Thermal Comfort,28.13
21.2,65.68,26.64,64.05,21.09,27.89,14.51,5.44,-1.63,0,Optimal Thermal Comfort,23.82
24.37,59.07,29.56,80.83,24.4,36.56,15.85,5.19,21.76,0,Optimal Thermal Comfort,29.48
26.83,52.2,30.38,63.1,27.39,34.27,16.19,3.55,10.9,0,Optimal Thermal Comfort,31.11
27.92,53.37,29.18,51.32,28.66,30.07,17.55,1.26,-2.05,0,Optimal Thermal Comfort,32.82
26.08,50.55,31.47,55.73,26.06,34.75,15.0,5.39,5.18,0,Optimal Thermal Comfort,29.8
28.34,51.6,30.62,60.93,29.0,34.27,17.4,2.28,9.33,0,Optimal Thermal Comfort,33.81
22.24,61.16,31.47,82.44,22.12,43.45,14.39,9.23,21.28,0,Optimal Thermal Comfort,25.86
32.49,53.05,38.0,53.24,36.12,50.53,21.67,5.51,0.19,1,High Heat Stress Risk,37.69
26.69,70.53,29.55,86.35,28.38,38.0,20.88,2.86,15.82,0,Optimal Thermal Comfort,30.37
31.25,80.59,34.04,99.0,41.94,65.01,27.5,2.79,18.41,1,High Heat Stress Risk,35.04
28.3,54.75,32.29,58.53,29.29,37.3,18.31,3.99,3.78,0,Optimal Thermal Comfort,33.21
28.74,64.99,32.38,71.41,31.35,42.1,21.49,3.64,6.42,1,High Heat Stress Risk,34.95
29.17,68.25,35.93,68.97,32.77,53.22,22.7,6.76,0.72,1,High Heat Stress Risk,36.56
28.7,67.9,33.33,74.87,31.73,46.84,22.17,4.63,6.97,1,High Heat Stress Risk,33.77
29.44,62.95,31.96,71.18,32.33,40.72,21.63,2.52,8.23,1,High Heat Stress Risk,35.07
32.05,71.28,40.6,84.73,41.03,91.9,26.18,8.55,13.45,1,High Heat Stress Risk,38.31
27.75,68.03,32.06,84.7,29.96,46.69,21.3,4.31,16.67,0,Optimal Thermal Comfort,32.93
29.69,46.53,35.66,49.42,30.12,42.03,17.0,5.97,2.89,1,High Heat Stress Risk,34.78
26.66,72.86,29.46,66.61,28.49,33.07,21.38,2.8,-6.25,0,Optimal Thermal Comfort,31.23
32.47,73.09,37.51,81.43,43.07,69.98,27.01,5.04,8.34,1,High Heat Stress Risk,38.5
24.43,52.46,29.35,63.16,24.3,32.19,14.06,4.92,10.7,0,Optimal Thermal Comfort,28.4
33.84,62.47,33.7,72.84,42.77,47.16,25.64,-0.14,10.37,1,High Heat Stress Risk,38.84
26.85,70.54,35.68,76.59,28.65,57.25,21.03,8.83,6.05,0,Optimal Thermal Comfort,32.16
21.56,59.38,28.73,68.82,21.32,31.95,13.3,7.17,9.44,0,Optimal Thermal Comfort,26.49
27.49,75.41,30.77,95.28,30.31,45.86,22.74,3.28,19.87,1,High Heat Stress Risk,31.31
24.41,91.55,26.08,99.0,25.3,28.63,22.94,1.67,7.45,1,High Heat Stress Risk,28.28
30.19,52.18,35.19,57.87,31.7,44.59,19.28,5.0,5.69,1,High Heat Stress Risk,36.9
24.52,44.74,28.92,49.49,24.2,29.5,11.71,4.4,4.75,0,Optimal Thermal Comfort,29.73
25.3,65.8,30.32,73.02,25.6,36.64,18.43,5.02,7.22,0,Optimal Thermal Comfort,30.86
19.82,71.02,24.46,91.8,19.71,25.36,14.41,4.64,20.78,0,Optimal Thermal Comfort,23.51
25.28,59.11,30.65,66.24,25.41,35.65,16.71,5.37,7.13,0,Optimal Thermal Comfort,30.12
17.79,80.17,25.32,88.52,17.72,26.22,14.32,7.53,8.35,1,High Heat Stress Risk,22.34
20.98,45.27,26.49,50.15,20.32,26.5,8.68,5.51,4.88,0,Optimal Thermal Comfort,26.12
29.89,70.66,31.68,87.4,34.93,46.37,23.97,1.79,16.74,1,High Heat Stress Risk,33.18
29.99,54.43,37.32,77.63,31.77,65.68,19.78,7.33,23.2,1,High Heat Stress Risk,34.6
28.62,83.49,36.59,95.37,34.39,77.67,25.54,7.97,11.88,1,High Heat Stress Risk,35.09
23.33,86.91,34.78,96.03,23.99,67.1,21.02,11.45,9.12,1,High Heat Stress Risk,28.34
26.82,52.42,28.43,61.19,27.39,30.26,16.25,1.61,8.77,0,Optimal Thermal Comfort,30.58
26.99,55.13,31.74,45.75,27.73,32.98,17.2,4.75,-9.38,0,Optimal Thermal Comfort,30.81
22.6,72.74,22.01,86.83,22.81,22.53,17.45,-0.59,14.09,0,Optimal Thermal Comfort,25.49
32.71,57.16,38.19,66.67,37.84,60.66,23.1,5.48,9.51,1,High Heat Stress Risk,37.39
30.33,61.43,33.27,73.14,33.79,45.79,22.07,2.94,11.71,1,High Heat Stress Risk,36.89
26.16,62.32,34.78,65.48,26.46,47.1,18.38,8.62,3.16,0,Optimal Thermal Comfort,31.36
27.1,38.0,29.52,43.62,26.84,29.55,11.54,2.42,5.62,0,Optimal Thermal Comfort,31.48
27.79,61.83,28.11,67.24,29.34,30.51,19.78,0.32,5.41,0,Optimal Thermal Comfort,32.45
19.24,53.38,22.36,69.54,18.61,22.47,9.53,3.12,16.16,0,Optimal Thermal Comfort,23.32
26.06,55.84,25.72,61.5,26.18,25.95,16.54,-0.34,5.66,0,Optimal Thermal Comfort,30.63
24.41,80.05,30.34,99.0,25.0,45.39,20.74,5.93,18.95,1,High Heat Stress Risk,29.77
23.19,46.29,22.64,58.03,22.77,22.47,11.02,-0.55,11.74,0,Optimal Thermal Comfort,26.11
25.93,72.17,30.2,71.1,26.46,35.81,20.52,4.27,-1.07,0,Optimal Thermal Comfort,30.24
33.83,58.51,33.25,66.05,41.11,42.56,24.53,-0.58,7.54,1,High Heat Stress Risk,39.39
29.44,58.5,32.9,62.12,31.54,40.03,20.43,3.46,3.62,1,High Heat Stress Risk,33.98
24.83,71.88,32.81,63.92,25.25,40.46,19.4,7.98,-7.96,0,Optimal Thermal Comfort,29.75
29.18,66.25,34.21,86.75,32.42,57.34,22.22,5.03,20.5,1,High Heat Stress Risk,34.61
32.32,69.13,34.53,82.91,41.03,56.33,25.92,2.21,13.78,1,High Heat Stress Risk,38.09
30.51,74.1,34.64,86.6,37.47,59.34,25.36,4.13,12.5,1,High Heat Stress Risk,34.37
27.23,57.86,31.47,67.6,28.21,38.11,18.19,4.24,9.74,0,Optimal Thermal Comfort,32.49
24.54,54.35,29.83,52.48,24.47,31.19,14.71,5.29,-1.87,0,Optimal Thermal Comfort,28.84
29.65,48.44,30.71,53.31,30.32,32.78,17.6,1.06,4.87,1,High Heat Stress Risk,34.79
28.5,51.68,34.06,66.5,29.21,45.27,17.57,5.56,14.82,0,Optimal Thermal Comfort,34.19
30.4,98.0,28.38,99.0,45.28,36.91,30.05,-2.02,1.0,1,High Heat Stress Risk,35.86
29.41,77.56,32.16,67.07,35.32,39.81,25.07,2.75,-10.49,1,High Heat Stress Risk,35.25
30.99,45.11,34.07,51.91,31.7,39.21,17.68,3.08,6.8,1,High Heat Stress Risk,37.11
24.97,45.47,30.62,52.91,24.71,32.55,12.36,5.65,7.44,0,Optimal Thermal Comfort,30.65
32.01,68.02,36.26,77.54,39.73,60.55,25.35,4.25,9.52,1,High Heat Stress Risk,37.67
27.75,68.84,28.72,82.8,30.05,34.54,21.49,0.97,13.96,1,High Heat Stress Risk,32.08
34.89,68.86,36.82,82.14,49.3,66.97,28.3,1.93,13.28,1,High Heat Stress Risk,41.07
24.38,58.81,29.04,69.25,24.41,32.68,15.79,4.66,10.44,0,Optimal Thermal Comfort,29.29
33.6,60.43,37.61,77.9,41.26,67.36,24.86,4.01,17.47,1,High Heat Stress Risk,39.01
27.75,66.1,30.62,63.21,29.74,34.82,20.83,2.87,-2.89,0,Optimal Thermal Comfort,32.65
24.52,63.07,27.62,75.36,24.67,30.58,17.02,3.1,12.29,0,Optimal Thermal Comfort,28.64
25.16,34.26,30.96,47.46,24.63,32.07,8.29,5.8,13.2,0,Optimal Thermal Comfort,29.16
25.78,59.13,28.79,58.33,25.96,30.45,17.18,3.01,-0.8,0,Optimal Thermal Comfort,31.07
28.61,51.36,32.61,48.59,29.32,35.15,17.58,4.0,-2.77,0,Optimal Thermal Comfort,33.54
28.99,64.19,38.18,67.1,31.69,60.96,21.52,9.19,2.91,1,High Heat Stress Risk,36.25
